link,teacher_type,is_native,languages,about_info,since_date,main_info,country_from,country_living,rating,students_num,lessons_num,attendance,response,target,teacher_style,lessons_style,resume,reviews_num
https://www.italki.com/en/teacher/5944470/english,COMMUNITY TUTOR,"Teaches
English
Native",['Other'],"I am from Oakland, California USA. I am a real traveler and sports lover. I competed professionally in the marathon for 10 years and I won 8 marathons. I have lived in Japan and China and taught English in both countries. I speak both Japanese and Chinese at a conversational level and love both languages.  I am also a music lover and I have been to many concerts. I especially love conversations about music, travel, sports, living in other countries and a few other things.","italki teacher since Feb 14, 2020","I am from Oakland, California USA. I am a real traveler and sports lover. I competed professionally in the marathon for 10 years and I won 8 marathons. I have lived in Japan and China and taught English in both countries. I speak both Japanese and Chinese at a conversational level and love both languages.  I am also a music lover and I have been to many concerts. I especially love conversations about music, travel, sports, living in other countries and a few other things.",From United States,"Living in Skopje, North Macedonia (14:03 UTC+07:00)",4.9,"1,134","3,987",100%,100%,USD 5.75,"I have taught English for over 10 years and taught various ages from 3 years old to 50 something years old. I have taught English in Japan, China and America. Most recently I taught English in Taian, Shandong, China for 4 years.",My lessons are very active and fun. There is always much participation and it is very enjoyable. There is repetition and some questions so there is a lot of speaking practice and practice makes perfect.  I believe the more the student speaks the better he or she will be as an English speaker.,,556 Reviews
https://www.italki.com/en/teacher/8815120/english,PROFESSIONAL TEACHER,"Teaches
Russian
Native
English","['French', 'Italian', 'Spanish', 'Finnish', 'Other']","I am Victoria and I'm from the city of Moscow, Russia. Before the pandemic broke out last year, I travelled quite a lot and lived in 4 different countries for 4 years. My friends tell me that I'm incredibly international, as I daily communicate with friends and students from all over the world, listen to music from many different countries and follow the news from all the regions of the world. Apart from this, I'm very interested in everything that has to do with arts and Humanities. I regularly visit art galleries, play the piano and the castanets, love seeing arthouse films and dance flamenco. It would be amazing if we could find similar interests!:)","italki teacher since May 10, 2021","I am Victoria and I'm from the city of Moscow, Russia. Before the pandemic broke out last year, I travelled quite a lot and lived in 4 different countries for 4 years. My friends tell me that I'm incredibly international, as I daily communicate with friends and students from all over the world, listen to music from many different countries and follow the news from all the regions of the world. Apart from this, I'm very interested in everything that has to do with arts and Humanities. I regularly visit art galleries, play the piano and the castanets, love seeing arthouse films and dance flamenco. It would be amazing if we could find similar interests!:)",From Russian Federation,"Living in Moscow, Russian Federation (10:03 UTC+03:00)",5.0,5,147,99%,100%,USD 5.00,"I studied Linguistics (French and English) in Moscow and afterwards I did my Master's degree in Educational Sciences in Finland. I did an internship in Italy, where I taught Russian to Italian students at the University of Pavia, and I also did another internship in Spain for teaching English. I prefer to act like 'a friend' to my student rather than as an authoritarian controller. I 'guide' the students' learning, helping them to achieve their best results and making sure that they enjoy learning with me.","Being a professional linguist and having studied 5 foreign languages, I have been to hundreds of various language classrooms. I do my best to bring only the best practices and experiences, that I have learned from many different teachers in different places, to my classes. I believe that education should be student-centred, that is, the student's needs, goals and learning style are to be put first. I make individual learning plans for each of my students, depending on their goals, learning styles and time. I strongly believe that we can learn effectively only when we truly enjoy learning, which is why I make sure each of my students is happy with their classes.",,4 Reviews
https://www.italki.com/en/teacher/13432635/english,COMMUNITY TUTOR,"Teaches
English
Native","['French', 'Italian']","⭐ As a student doctor and an English coach for more than six years, I know what it feels like on both sides of the screen. 👩‍🏫 I understand the frustration of trying to understand a new language, let alone master it.

📣 My classes taught here might be few in number, but don't mistake that for a lack of experience.

⭐ A wealth of information in specific fields such as animation, videography, graphic design, creative writing, scientific research, and finance is at your finger tips.

⭐ Reach out and allow yourself to share your worth with anyone you choose. It starts with knowing how to express yourself!

📣  🚫 Test Prep","italki teacher since Apr 10, 2022",Creating classes that fit you best!,From Ethiopia,"Living in Addis Abeba, Ethiopia (10:04 UTC+03:00)",5.0,6,64,100%,100%,USD 10.00,"As my student, you will experience a meaning-focused approach towards your lesson and task-based teaching methods in the classroom. 👨🏻‍🏫

📌 All levels are absolutely welcome to my classes. A detailed language placement test will be provided before your trial lesson.
 
📌  You will gain a personalized plan on how to utilize the English language in your daily life and in your professional career.

📌If you struggle with presentations and public speaking, then you've come to the right place. This specialized course is generally taught to adults and young adults.

📌 To you, understanding movie lines and having the same conversations with native speakers might not cut it anymore.

⭐ Welcome!","Things to expect before, during, and after your trial lesson:

📌 As you book the lesson, you will receive a link to an in-depth English language placement test that will provide all your strengths and areas of improvement.

📌 Before class, you will receive topics, each with a link, for you to choose from. We'll have a focus area of conversation for the lesson. This will serve as a sneak peak to what a full length lesson will include.

📌 I will also provide you with a PDF guide on what to expect during the lesson, and how you should prepare for any questions that might arise during our time together.

🌟 I also love making the lesson fun, so if you have any suggestions, let me know!",,40 Reviews
https://www.italki.com/en/teacher/5897043/english,PROFESSIONAL TEACHER,"Teaches
English
Native",['Spanish'],"I describe myself as an artist, not only because I paint and write, but also because I use a creative approach in all I do. The benefits of this are vast and deep; from problem solving to teaching to navigating a new city, I can confidently move forward with an array of options for my next step. I'm known by friends to be a great listener and strive to be as honest as possible when offering advice or even when critiquing myself, and always with kindness.","italki teacher since Oct 14, 2019","I describe myself as an artist, not only because I paint and write, but also because I use a creative approach in all I do. The benefits of this are vast and deep; from problem solving to teaching to navigating a new city, I can confidently move forward with an array of options for my next step. I'm known by friends to be a great listener and strive to be as honest as possible when offering advice or even when critiquing myself, and always with kindness.",From United States,"Living in London, United Kingdom (07:04 UTC+00:00)",5.0,270,"1,753",100%,100%,USD 11.00,"As a teacher, I prioritize my own patience and comprehension. It's crucial to my students' learning that I see past mistakes enough to accomplish a certain level of communication, meanwhile noticing the patterns and frequency of those errors to better understand how to correct them. I like to have fun with my students, and that means letting down my own wall a bit so that we both feel like we know the person who we're speaking with. Comfort is crucial in learning just as comprehension is crucial in teaching.","The first session with me is typically free of lesson plans and study points. No matter the student's level of English, it's important to establish a fluid communication as a basis for the future of our classes. While we get to know each other, I am quietly taking notes on the student's habits in speaking English as well as their areas of interest to use as a focus for lesson plans. We will exercise all four areas of language: speaking, reading, writing and listening, but always with a heavier focus on speaking. As the classes progress we rotate through these areas while constantly adding vocabulary and grammar rules, as I help the student to fix their habits from the root of the mistakes.","2019 - 2019
English Teacher Cambly
Cambly - Online, Spain
2016 - 2019
English Teacher Freelance
Freelance - Barcelona, Spain",146 Reviews
https://www.italki.com/en/teacher/7396660/english,PROFESSIONAL TEACHER,"Teaches
English
Native",['Afrikaans'],"Hello, my name is Nazeema and I am a native English speaker from Cape Town in South Africa. 

SKILLS:
Certified Online tutor 
Specialise in Adult learning - B1 level and higher
Business and corporate experience - 16 years of experience 
English online experience 🎧💻🌍 - 3 years

AS AN ENGLISH TUTOR: 
I am friendly, patient and professional.
I have a clear, neutral accent which is very easy to understand.

SOME PERSONAL INFORMATION ABOUT ME:
 I am a mother of two children 👩‍👧‍👦  who keep me busy and entertained when I am not tutoring  🙂.  I love meeting new people and conversing with adults🎤, learning about different cultures 🌎, enjoy cooking👩‍🍳 , reading📚  and travelling✈️","italki teacher since May 25, 2021",CERTIFIED NATIVE ENGLISH TUTOR | SPECIALIST IN BUSINESS ENGLISH | CONVERSATION | GENERAL ENGLISH,From South Africa,"Living in Cape Town, South Africa (09:04 UTC+02:00)",4.9,35,242,100%,100%,USD 8.00,"I have 3 years of English online experience and specialise in adult learning. I help business professionals improve their job performance with advanced English communication skills.  I ensure that my lessons are relevant to my student's interests and goals.  Below are the different types of lessons I offer 👇👇

CONVERSATION - SPEAK LIKE A NATIVE:
conversations about daily life - students become confident, comfortable and fluent in English

GENERAL ENGLISH - STRUCTURED LESSONS:
structured lessons which include phrasal verbs, idioms and a bit of grammar and more

BUSINESS ENGLISH LESSONS:
business vocabulary, telephone etiquette, meetings, job interviews,
presentations, negotiations and more","I believe that learning should be done in a relaxed and comfortable manner.
I adapt my teaching style according to my students' needs.
I provide my students with resources that they can use during or after lessons.

I know that learning an additional language can be a challenge but I am here to help.
My students are all on different paths in their English journey.  Some prefer relaxing conversations or reading to gain confidence, others prefer structured lessons, and those who need assistance with presentations, meetings, and interview preparation.

Let me know how I can help you and how together, we can achieve your English goals.
I look forward to meeting you 🙂 👋👋","1994 - 2010
Business Sales Consultant Telkom SA
Telkom SA - Cape Town, South Africa
For 16 years, I worked at one of the largest Telecoms Company in South Africa where I gained experience in Customer Relations and Business Sales.  I am able to assist adults in the business environment in business English and etiquette.
2019 - 2020
Volunteer - Assistant to school librarian Junior School
Junior School - Cape Town, South Africa
I have been volunteering at a Junior School library for the last two years.  I assist the school librarian with various tasks.  I enjoy the interaction with the students and especially reading to them.",26 Reviews
https://www.italki.com/en/teacher/5447593/english,PROFESSIONAL TEACHER,"Teaches
English
Native","['Spanish', 'Portuguese', 'French', 'Gaelic (Irish)']","My name is Orlaith (pronounced Orla) and I'm from Ireland. I love teaching and learning languages as well as cooking, films, yoga, travelling, drawing, dance and much more!","italki teacher since Apr 8, 2020","Certified, experienced teacher from Ireland. I'm certain I'll get you talking and feeling confident!",From Ireland,"Living in Toulouse, France (08:04 UTC+01:00)",5.0,70,308,100%,100%,USD 10.00,"I have over six years of teaching experience. I've taught here in Ireland in language schools, in Spain in a primary school and as an au pair, in Chile in multi-national companies and in France and Brazil as a volunteer. I love the variety that my teaching career has offered me and can't wait to meet new people from around the world to embark on their language learning journey.

I also have a degree in commerce and I use this base to help me offer effective and useful business English classes.","In general, my teaching style is quite casual and relaxed in an effort to make my students feel comfortable and eager to speak in a second language as quickly as possible. However, I'm also very organised and adaptable and will turn my hand at teaching any kind of class you may need.","2013 - 2014
English teacher Escuela de Idiomas
Escuela de Idiomas - San Sebastian, Spain
2014 - 2015
English teacher Camacho Melendo, escuela primaria
Camacho Melendo, escuela primaria - Priego de Cordoba, Spain
2015 - 2016
English teacher Liffey English Language School
Liffey English Language School - Dublin, Ireland
2017 - 2018
English Teacher GEAD",33 Reviews
https://www.italki.com/en/teacher/7211828/english,PROFESSIONAL TEACHER,"Teaches
English
Native",['Other'],"I'm a native English speaker from Cape Town, South Africa. I undertook volunteering jobs as an informal tutor at several orphanage homes before transitioning to online teaching. I specialize mainly in IELTS Test Preparation, teaching all sections. I also offer conversation practice lessons and General English, focusing on reading, writing, pronunciation and vocabulary. I enjoy teaching English and interacting with people from different parts of the world.  My hobbies include hiking, listening to music and reading about human psychology.","italki teacher since Jun 22, 2021","I'm a native English speaker from Cape Town, South Africa. I undertook volunteering jobs as an informal tutor at several orphanage homes before transitioning to online teaching. I specialize mainly in IELTS Test Preparation, teaching all sections. I also offer conversation practice lessons and General English, focusing on reading, writing, pronunciation and vocabulary. I enjoy teaching English and interacting with people from different parts of the world.  My hobbies include hiking, listening to music and reading about human psychology.",From South Africa,"Living in Cape Town, South Africa (09:04 UTC+02:00)",5.0,120,719,100%,100%,USD 5.00,"I'm a certified IELTS and TEFL tutor. I offer intensive lessons using detailed material on all IELTS sections which include:
READING
LISTENING
SPEAKING 
GENERAL & ACADEMIC WRITING 
General English: I teach structured grammar lessons. I provide vocabulary suggestions and pronunciation corrections in my CONVERSATIONAL ENGLISH lessons","My teaching style can be described as interactive, transparent and supportive. I always try to make content relevant to student’s lives as possible. To be effective in class, I ask students about their goals, values and interests and I utilise them (games, movies) as part of the lesson. My volunteering work as a tutor helped me realize the importance of accommodating different learning skills and being creative when approaching lessons because students are different.","2019 - 2019
English Tutor Future Hope Orphanage Home
Future Hope Orphanage Home - Cape Town, South Africa
I conducted home language surveys to determine the needs of students and placed them in programs that best suited their needs. I also helped build techniques for reading, writing, listening, and speaking. I will utilize my experience to assist students on Italki to improve their language skill set and I will cater my lessons with student's interests in mind.
2019 - 2019
Assistant Tutor Habiba Childrens Home",97 Reviews
https://www.italki.com/en/teacher/6097826/english,PROFESSIONAL TEACHER,"Teaches
English
Native",['Japanese'],"Nice to meet you everybody!

    I have almost 10 years experience teaching English, 2 in the UK and almost 8 in Japan. I have taught all ages from 0 to 90 and specialize in free conversation and IELTS test practice. 

   As a person I feel I am kind, fun and love talking to new people. I am currently the Principal of an International School just outside of Tokyo. I manage 25 people from all over the world and deal with close to 100 children and their parents. I am a childcare specialist and can also advice about upbringing children from 0 to 6 years old

   I am a family man with a beautiful two year old girl. My hobbies include weight lifting at the gym and studying Japanese (I have JLPT1)","italki teacher since Jun 7, 2019",INTERNATIONAL SCHOOL PRINCIPAL | IELTS TEACHER |KIDS LESSONS | CONVERSATION SPECIALIST,From United Kingdom,"Living in Funabashi, Japan (16:04 UTC+09:00)",4.9,456,"3,378",100%,100%,USD 6.00,"I have taught all ages, from 0 years old, to 90 years old and taught every kind of level possible. Ranging from baby classes with mums and dads, to teaching business men about how to speak in meetings, I have covered a wide range of topics in my 8 years experience. I have also helped students prepare for University in other countries and helped them get ready for the English exams them need to take. I have also taken 200 hours worth of TESOL/TEFL classes to help me understand teaching better.","I have taught many many types of students with many different personalities with English of different levels. All students are different and I understand that, so I will help you and teach you, the way you want to be taught. There are no mistakes when it comes to learning, because it’s all learning so rest assured that you will be in a good learning environment with me.","2011 - 2013
Head English Teacher Xplore
Xplore - Surrey, United Kingdom
Teaching English to children between 8-16 at Summer and general holiday camps. Two 3 hour lessons everyday. Children from Spain, Germany, Italy, France and China.
2013 - 2015
English teacher Peppy Kids Club
Peppy Kids Club - Gunma, Japan
Teaching English lessons to classes of 1-12 years between 0 to 18 years old. Levels were all very different and had to be creative with games and activities.",255 Reviews
https://www.italki.com/en/teacher/11135141/english,PROFESSIONAL TEACHER,"Teaches
English
Native","['Chinese (Mandarin)', 'Other']","My name is Mister Mike.  I am a native of the North Eastern United States, Southern New Jersey.  This is the most popular accent you hear in American movies. I have taught ESL for over 15 years; over 8 in Shanghai, China.  My students have won English competitions twice in Shanghai.  From ages 3-9 for English basics.  Public speaking and teaching over 30 years.  Also Business English for International trade both private and corporate groups.  I am fluent in Oral Chinese. I can read hanzi intermediately.","italki teacher since Nov 18, 2021","My name is Mister Mike.  I am a native of the North Eastern United States, Southern New Jersey.  This is the most popular accent you hear in American movies. I have taught ESL for over 15 years; over 8 in Shanghai, China.  My students have won English competitions twice in Shanghai.  From ages 3-9 for English basics.  Public speaking and teaching over 30 years.  Also Business English for International trade both private and corporate groups.  I am fluent in Oral Chinese. I can read hanzi intermediately.",From United States,"Living in Other, Turkey (10:04 UTC+03:00)",4.7,106,186,99%,100%,USD 8.00,"Humor and the skillful use of questions.  How to make the student feel good is important.  For little kids, animated storytelling, with laughter.  Character building for them in appreciation of building focus in learning.  For adults its relaxed and educational.  Appropriate humor with balanced focus, according to the individual.   Lessons progress by the students individual pace.  Every student progresses at a different pace.",For  the very beginning young child…ages 3-5.  Its largely hear and copy.  The style must be charged and animated.  5 years of age writing can be added because of brain development.  A unique blend of the alphabet is taught with basic oral English foundation.  Young children need a 10 minute break if you do an hour or more.  After letter understanding comes phonics with my own unique pointers. Oral English for entry into an International Schools is blended into reading…..it alternates.  Business English is all about each context and the vocabulary. Cultural understanding and is crucial for communication. I teach many tree talk topics. Euphemism-graceful disagreement are more expensive.,,52 Reviews
https://www.italki.com/en/teacher/13619537/english,COMMUNITY TUTOR,"Teaches
English
Native",['French'],"Hello everyone! My name is Abby, I am a literature major studying in Texas, and I am excited to help you achieve your English language learning goals. My class offers a variety of ways to further your speaking and writing abilities while helping build your confidence in the process. A little bit about me, I am an avid road-tripper and have traveled through most of the southern and southwestern United States, so if that interests you, I would be happy to discuss it with you further. I also enjoy going to concerts and music festivals as often as possible, as I currently live in an area with an exciting music scene. Feel free to call me with any questions you might have. Can't wait to meet you!","italki teacher since Apr 20, 2022","Literature Student from Houston, Texas",From United States,"Living in Houston, United States (01:04 UTC-06:00)",5.0,12,85,100%,100%,USD 7.00,"As an English student, I am very passionate about literature and writing and would love to share my knowledge of the subjects with you. However, I am still a student just as you are, so I consider my class to be a learning experience on both ends. Because of this, I am always open to suggestions over the course of our time together and hope to create a fulfilling learning environment for both of us. I am excited to meet you, and I hope to make the best of our time together.","I am an easy-going and patient tutor and am passionate about the English language, especially writing. I am also able to help you with any of your conversational English skills, both speaking and listening. Some of my courses may involve both in-class work and homework but don't let that discourage you, as they are only used as tools to gauge your progress throughout the course of our classes together.",,2 Reviews
https://www.italki.com/en/teacher/11345109/english,PROFESSIONAL TEACHER,"Teaches
English
Native","['Zulu', 'Xhosa', 'Afrikaans', 'Tswana', 'Other']","I love travelling, exploring new countries, new cities and different cultures is my top  tier. I love hearing and telling stories. I love photography, capturing beautiful moments and sceneries. I'm looking forward to learning about your interests! I am a qualified facilitator,public speaker and a Life Coach. I love helping people discover their talents.","italki teacher since Nov 17, 2021",Certified TEFL Teacher,From South Africa,"Living in Ethekwini, South Africa (09:04 UTC+02:00)",4.9,35,68,100%,99%,USD 5.00,"I am a kind and patient tutor, I create a warm and fun classroom environment for my students. We'll be learning about all things English, I’ll help you improve your confidence when having English conversations.","In my class we learn through conversations and stories. I am a fun tutor, I let my students speak more and practice the vocabulary they have learnt, to help them improve their grammar, pronunciation, listening and speaking skills. I work well with intermediate and advanced levels :)","2019 - 2019
Assistant Administrator MidCity
MidCity - Pretoria, South Africa
I have great experience with working and communicating with people. I was marketing the building, doing viewings and paperwork for the tenants.",5 Reviews
https://www.italki.com/en/teacher/10897638/english,PROFESSIONAL TEACHER,"Teaches
English
Native","['Chinese (Mandarin)', 'Other']","My name is Ryan Higgins, and I am an Arizona State University certified TESOL English Language Teacher.  I have over 14 years of experience guiding English Language Learners to meet their goals of becoming Proficient English Language Learners. I love meeting people from all over the world, from different backgrounds and cultures. I am very interested in your likes, interests, and your Language Learning Experiences. I have helped English Language Learners of all ages and Proficiency levels reach their Language Learning Goals, which include: getting into their dream schools, getting their dream job, IELTS prep, and improving their Langauge Skills. I love teaching, and I can't wait to meet you!","italki teacher since Oct 18, 2021",Arizona State University TESOL certified English Teacher with 15 years of experience.,From United States,"Living in Guilin, China (15:04 UTC+08:00)",5.0,165,793,100%,100%,USD 10.00,"My goal as a teacher is to help you improve your English Language skills. Whether you are learning for your education, career, or just to make friends, I am here to help you realize your dream of becoming Proficient in the English Language. I am a firm believer in  the communicative language teaching approach and task-based language teaching. This means my lessons are focused on YOU and YOUR ability to communicate with other speakers of the English Language. I promise you are not getting a dull and boring teacher. I will not overwhelm you with boring grammar rules and endless lists of vocabulary. Our lessons will be fun, interesting, but effective.","My lessons and teaching style are based off of the communicative language teaching approach and task-based language teaching. which focus on the ability to communicate in English. You can choose from my Personalized Lessons ranging from Conversational practice, IELTS exam prep, and much more! Each Personalized Lesson is designed FOR YOU and YOUR Language Learning Needs and Goals, or you can choose from my textbook centered lesson plans. These will be based off of the textbook of your choice and designed according to that textbook. They are not the same as my Personalized Lessons. Whichever you choose I will work as hard as needed so you can achieve your Language Learning Goals!","2007 - 2011
Teacher Treville English Training School
Treville English Training School - Guilin, China
2011 - 2021
Teacher, Teacher trainer Modern English
Modern English - Guilin, China",36 Reviews
https://www.italki.com/en/teacher/7334618/english,COMMUNITY TUTOR,"Teaches
English
Native
Portuguese
Native","['French', 'Spanish', 'Italian']","My name is Edmilson, I live in Cape Town South Africa. I'm an Industrial and Systems Engineer and an English and Portuguese Teacher online. I have been teaching English and Portuguese for 2 years and I have worked as a Translator (English-Portuguese). 

Besides teaching, I also love to learn languages. I speak English, Portuguese, Spanish, and French and I'm currently learning Italian. When I have some free time I like to play the guitar, watch movies and Tv shows, learn how to program, and do some sports like soccer and basketball. 

I'm friendly and I love to interact with people and know more about their likes, culture and opinions.","italki teacher since Dec 27, 2021","I'm more than a teacher, I'm also a language coach who will help you define and achieve your goals",From South Africa,"Living in Cape Town, South Africa (08:05 UTC+01:00)",5.0,207,774,100%,100%,USD 8.00,"I ´m a very patient, understandable teacher and I always try to create a safe environment so that the student can feel confortable, learn efficiently and with fun.","My lessons are very interactive and fun with lots of games and activities and will be based mostly on conversations about real-life topics but I will also help you to work and improve your confidence, vocabulary, grammar, pronunciation, listening and reading skills.",,140 Reviews
https://www.italki.com/en/teacher/2504556/english,PROFESSIONAL TEACHER,"Teaches
Russian
Native
English",['Other'],"Hello everyone, I am Aleksandr from Russia.  I am a very sociable and supportive teacher. I am totally convinced, that I can find a personal approach to any person. I can keep conversation about a lot of topics. My favorites topics to talk about are travelling, countries, sports, foreign languages. I am really interested in improving of your skills in Russian or English, and I am always ready to help you. 

Здравствуйте! Меня зовут Александр, и я являюсь профессиональным преподавателем русского и английского языков. Я имею большой опыт в обучении и работаю на сайте с 2017 года.","italki teacher since Feb 6, 2017",Russian and English teacher with 6 years of experience and with 6000+ classes in total,From Russian Federation,"Living in Other, Turkey (10:05 UTC+03:00)",5.0,558,"4,625",100%,100%,USD 5.00,"I am an experienced teacher, because I have been working here since 2017. I mostly concentrate on speaking and grammar aspects. Reading, listening and writing can be also taught. In our classes, we can have a conversation on various topics, I am capable to explain grammar very well. Teaching is my passion and you are always welcome in my class. 

Я общительный и открытый для своих студентов учитель, готовый поддержать и помочь в трудностях, а также я всегда нахожусь на связи. На моих занятиях царит дружеская атмосфера, где каждый студент чувствует себя комфортно, не боясь допустить ошибки, так как это не страшно, мы учимся на них. У меня индивидуальный план и подход к каждому студенту.","I always teach a student, according his/her needs. If you have a goal, I will try my best to help you. I use different methods of teaching – videos, pictures, songs and etc. I know, what it is like to learn a language, so even if you make a mistake,I will support and correct you. In clases, feel like you are speaking not with a teacher, but with a friend. You need to prepare nothing, expect pen, notebook and your motivation. 

На своих уроках я уделяю внимание самым важным аспектам-грамматике, говорению, аудированию, письму и чтению. А также на своих уроках я использую различные интерактивные методы- видео и музыку + книги,статьи и картинки. Именно поэтому на моих уроках студенты не скучают.","2017 - 2019
Russian and English instructor Italki
Italki - Смоленск, Russian Federation",692 Reviews
https://www.italki.com/en/teacher/4323515/english,COMMUNITY TUTOR,"Teaches
Russian
Native
Ukrainian
Native
English","['Spanish', 'Finnish']","I am a Ukrainian girl who loves languages and people! My native language is Russian. I like tutoring and chatting. One of my life goals is to keep people around inspired, happy and relaxed so that our crazy pace of life will become less harmful.
I have been teaching for over 6 years both online and in person. I give lessons to the students of different levels. They come from different countries and spheres but we manage to work out the best approach with them and for them (unless they are too shy to discuss that). I could teach you a general language course or a business one.","italki teacher since Oct 18, 2018","I am a Ukrainian girl who loves languages and people! My native language is Russian. I like tutoring and chatting. One of my life goals is to keep people around inspired, happy and relaxed so that our crazy pace of life will become less harmful.
I have been teaching for over 6 years both online and in person. I give lessons to the students of different levels. They come from different countries and spheres but we manage to work out the best approach with them and for them (unless they are too shy to discuss that). I could teach you a general language course or a business one.",From Ukraine,"Living in Other, Ukraine (09:05 UTC+02:00)",5.0,61,359,100%,99%,USD 5.00,"I am a teacher you can talk to about the learning process. Even though it is not possible to master a language without grammar, you can choose your own way and your own pace to study it at. I have a degree in finance, so my mind is relatively structured. I try to give clear explanations. In addition, I am learning three languages myself; Spanish, Finnish and Turkish, so I have a clear understanding of the difficulties you will encounter during your studies. With me you should not be afraid of speaking too slowly or forgetting words many times - I feel just as dumb when I am trying to speak in Spanish or Finnish. )))))","Business language is characterized by special vocabulary and requires knowing both formal and informal expressions. I could teach you what you can say in this or that situation, how to be polite and when to be polite etc. I take my experience from my previous jobs and my current one. I have worked with many people from different spheres as an administrator, a lawyer, and a teacher.
Many people imagine that lessons could be taught either in a totally boring way or in an absolutely entertaining one. I stick to the golden mean. We have to work together on the language (grammar exercises, speaking, listening, playing word games) and have fun during that. Looking forward to meeting you!",,34 Reviews
https://www.italki.com/en/teacher/6963798/english,COMMUNITY TUTOR,"Teaches
Spanish
Native
English",['Italian'],"Hi guys! How are you?. My name is Celeste and I'm here to help You improve your Spanish!

I'm argentinian, I was born in Buenos Aires and I'm currently living in Italy.

I've lived in more than 6 provinces around my country, I love getting to know new places, new people and different traditions..

I've traveled to England  some years ago to practice my English in a language school.

If you want to keep ptacticing Spanish with me after the leesons you can follow me on Instagram: @spanishwithceleste , I also have a Podcast about Argentinian culture ""Argentina en tu casa"" (Spotify, Apple Podcasts, etc.) @argentinaentucasa.elpodcast","italki teacher since Jan 31, 2020",Come on board! You can start this yourney with me :) ( Kids and adults),From Argentina,"Living in Turin, Italy (11:47 UTC+01:00)",5.0,334,"1,224",100%,100%,USD 5.00,"I'm a patient person and love motivating people to reach their goals.

3 importante things:
- Have a notebook with you, it'll become your best friend.
- In my classes is prohibited NOT  to make mistakes.
- I'm a big fan of listening... Listening and speaking are totally related... keep this in mind...

See you in class!","Let's talk about the lessons...
 3 different type of classes:

1- Informal Tutoring

2- Conversarional Classes:  (OLD STUDENTS) This lessons are informal, you can pick a topic to talk about, we can talk about my country and my culture or just have an informal talk.
(IIN THESE CLASSES I DON'T GIVE ARTICLES, MATERIALS, ETC. OR GIVE ANY HOMEWORK THIS IS PART OF THE GENERAL SPANISH CLASSES)

3- General Spanish Classes: In this case the lessons are personalized, I can send you specific material, we can work on the different skills: reading, listening, etc. As well if you're a total beginner these classes are for you.

Spanish for kids: Interactive exercises, songs, etc. we learn in a funny way.",,212 Reviews
https://www.italki.com/en/teacher/9818919/english,PROFESSIONAL TEACHER,"Teaches
English
Native",['Other'],,"italki teacher since Aug 31, 2021",English teacher with 5 years of experience/ FCE & TTC,From Islamic Republic of Iran,"Living in The Hague, Netherlands (14:17 UTC+03:30)",4.9,15,127,99%,100%,USD 10.00,"I am here to help you enjoy learning, your English will get better not just in speaking but also writing, reading and listening. we are not going to just use books but also we will use songs, movies and other useful ways which i will teach during the course. 
so if you wanna speak, write, listen and read better in English just start today a and I will help you with every possible way that works for you;))","The Direct Method
The Grammar Translation Method
The Audio Lingual Method",,2 Reviews
https://www.italki.com/en/teacher/9515046/english,PROFESSIONAL TEACHER,"Teaches
English
Native","['Afrikaans', 'Other']","My name is Nthabiseng and I am 26 years old. I live in a beautiful and diverse country called South Africa. My name Nthabiseng means make me happy in my home language called Sesotho.  I enjoy cooking and trying out new recipes. My favourite meal to cook is Beef and Lamb with mashed potatoes and vegetables. I love outdoor activities such as hiking and going out on picnics.  I love nature, it is very calm and beautiful. My dream is to travel the and see nature in other parts of the world.","italki teacher since Nov 17, 2021",English teacher on a mission of breaking language barriers that restrict growth for my students,From South Africa,"Living in Klerksdorp, South Africa (12:47 UTC+02:00)",4.8,19,50,97%,93%,USD 5.00,I am a very patient and kind teacher. I am a good motivator and cheer students when they are experiencing any difficulties.  I believe that knowledge and patience can take you very far in life.,"I start off by analysing  the student's level and teach according to the analysis to ensure that lessons are not too difficult or too easy for the student.
Identify the student weakness and strength.
Tailor lessons to help student improve on weakness.
Develop a teacher and student relationship to enable the student to be confident in learning and not embarrassed to make mistakes.
Improve on reading, spelling, grammar and pronunciation.
I also enjoy relaxed classes that are more conversational , it is a fun and easy way to engage and learn with students","2014 - 2018
Bachelor's - Mechanical Engineering
Tshwane University of Technology
File uploaded",4 Reviews
https://www.italki.com/en/teacher/10883261/english,COMMUNITY TUTOR,"Teaches
English
Native",['Other'],,"italki teacher since Oct 15, 2021","My name is Joseph, and firstly, thank you for visiting my profile! I come from Boston, Massachusetts. My interests are baseball, music, and science.",From Japan,"Living in Sapporo, Japan (19:48 UTC+09:00)",4.8,13,118,100%,99%,USD 5.00,"I have been teaching for over 1 year now, and it feels so rewarding to help others and see the progress they make.","My lessons are very casual, but they still have a structure (a topic). I make it clear what we will focus on each lesson, but I also let the students choose what they want to focus on. An example of how casual my lessons are: Homework assignments are optional!

!Note about Zoom lessons!: Zoom lessons are only available for 30 minutes. I have lessons available through Microsoft Teams as well.",,8 Reviews
